From,To,length(in meters)
23603,23644,23.526
23644,23651,14.137
23651,23658,63.586
23658,23649,88.905
756,660,53.189
660,631,18.111
583,521,37.659
306,176,59.503
96,127,15.314
176,127,27.252
96,63,17.723
23969,23853,18.481
22973,22561,56.042
22561,21738,98.195
1289,1270,6.479
1270,1253,12.635
1253,1246,23.265
1241,1249,9.353
1249,1257,4.92
1257,1267,3.518
23860,24117,54.007
24117,24244,47.556
24244,24363,53.554
24363,24461,56.628
24636,24541,34.273
24461,24541,45.814
16860,17009,18.442
17009,17119,11.988
17172,17203,22.474
22676,22378,51.361
24241,24240,33.764
24244,24245,55.42
681,677,24.875
662,672,32.479
677,672,25.986
662,658,12.304
1902,2285,104.198
1289,1322,10.517
1385,1322,29.66
2171,2164,23.47
2164,2139,14.935
2139,2124,17.256
2169,2199,10.928
2435,2472,8.187
2514,2482,11.459
2482,2463,10.122
2463,2461,17.068
24163,24279,38.477
24279,24282,2.976
24282,24286,12.453
24286,24291,12.423
24291,24308,9.969
24308,24343,9.577
24343,24379,12.104
24379,24395,9.111
24395,24400,14.602
24400,24412,7.732
24412,24421,8.515
24421,24805,161.471
740,714,13.361
714,661,21.8
552,503,30.467
503,449,28.083
449,401,32.294
401,350,29.741
350,297,25.856
297,232,31.647
232,146,36.676
11438,11906,54.888
11916,11892,16.458
11892,11818,13.147
11419,11727,28.879
24212,24844,262.042
5887,6154,22.865
15317,15652,29.663
15652,15718,4.858
23794,24180,98.22
24180,24315,51.483
24315,24408,38.372
24408,24485,43.387
24485,24498,11.008
24498,24551,29.022
24551,24684,42.273
24684,24866,78.476
24245,24225,5.226
24246,24263,10.597
24270,24271,125.226
24263,24271,20.195
23999,24158,55.586
24107,24156,25.53
24241,24156,23.499
24121,24188,34.108
24158,24169,4.882
24104,24314,88.623
24314,24309,86.585
24309,24313,90.738
23905,24171,75.617
24167,24171,128.059
23902,24172,77.949
24171,24172,76.843
23910,24090,35.917
24167,24090,36.596
24167,24318,59.379
24318,24339,6.097
24339,24344,2.554
24344,24389,16.964
24389,24407,13.146
24407,24410,2.465
24410,24414,5.584
24414,24424,8.36
24424,24443,10.192
24443,24457,8.424
24457,24488,16.926
24488,24505,14.361
24505,24578,34.519
24578,24712,44.931
24344,24377,17.455
24407,24398,5.588
24398,24391,11.24
24377,24381,7.696
24391,24381,8.21
24088,24162,35.356
24482,24510,19.334
24510,24542,19.521
24542,24576,15.729
24576,24664,34.541
24664,24767,51.953
24767,24874,57.857
24171,24385,78.109
24505,24509,130.747
24385,24509,77.015
24509,24714,78.105
22947,22867,10.433
22867,22815,10.673
22815,22767,7.375
22767,22708,11.736
22708,22434,53.038
22434,22256,21.159
13499,13540,6.14
13540,13588,7.138
13588,13785,24.95
14982,16812,131.324
17439,17095,21.137
7654,7648,8.827
7519,7436,22.931
17095,16267,69.846
16267,15572,43.116
24235,24358,55.338
24358,24523,96.567
24523,24840,106.169
20445,20590,16.501
24620,24768,55.487
24769,24765,51.098
24762,24765,100.965
24777,24773,68.237
24800,24793,39.245
24789,24793,43.495
24835,24836,58.946
24620,24616,77.5
5924,5593,25.202
5593,5421,12.005
5421,5122,25.809
5122,4838,20.089
24712,24709,78.852
8195,8137,10.475
8137,8066,12.015
8066,7936,19.727
7936,7842,18.914
7842,7788,13.386
6966,7724,87.399
7788,7724,16.305
497,472,15.29
358,364,2.898
437,364,41.27
308,331,12.839
358,331,15.618
238,219,12.161
219,192,10.078
192,174,10.52
12532,12910,18.025
13131,12910,6.705
24172,24388,77.522
24385,24388,72.291
24388,24506,74.946
24481,24325,76.876
23325,22901,28.687
22901,22729,25.671
22729,22572,25.593
24100,24069,17.506
23909,24069,25.268
24100,24122,6.251
24122,24175,34.837
24313,24276,30.413
24175,24276,33.751
24313,24387,27.117
24387,24447,44.782
24447,24533,53.135
24533,24651,45.275
24651,24724,35.549
24724,24756,15.648
24874,24845,57.559
24756,24845,31.376
5209,5310,9.048
5755,5796,4.034
5960,5977,6.225
6027,6038,87.624
6042,6038,26.997
6423,6478,32.994
6520,6554,17.212
23042,22703,37.351
1092,1032,24.019
1032,982,24.919
982,942,17.128
942,906,11.287
906,862,22.3
862,847,8.88
847,821,20.142
821,760,23.648
760,686,45.389
527,441,97.829
441,402,42.753
334,365,21.502
402,365,34.342
334,312,13.059
312,279,24.354
279,257,11.442
257,211,19.937
211,160,28.049
59,98,16.83
160,98,32.223
59,7,21.809
23000,22790,23.437
22790,22633,23.934
22633,22499,29.335
1639,1652,39.908
1652,1688,47.196
1688,1757,78.614
1757,1771,49.851
1843,1851,49.113
1851,1855,27.404
20736,20703,4.915
20703,20698,0.669
20698,20573,21.891
20573,20516,20.591
20516,20453,27.693
20399,20403,10.438
20442,20437,8.779
20403,20437,33.32
20442,20429,37.095
20419,20440,12.683
20429,20440,21.585
9742,9606,17.365
9606,9521,11.542
9521,9284,21.807
8169,8989,95.506
9284,8989,28.036
8169,8068,17.467
8068,7946,17.039
7946,7866,12.031
7866,7837,10.309
7837,7816,9.348
7816,7801,9.429
7801,7774,44.657
7774,7783,8.151
7783,7812,8.835
7932,7846,13.176
7812,7846,8.456
23887,23988,16.012
24079,24099,16.326
2000,1991,9.543
1991,1998,20.325
1998,2007,37.906
2007,2033,44.911
5209,4686,49.396
24484,24513,22.375
24773,24606,61.576
24611,24607,2.031
24600,24607,28.645
24677,24669,205.81
24440,24669,99.72
24765,24559,75.103
24714,24710,26.453
24709,24710,25.898
7894,8172,40.202
558,752,90.246
8909,8933,7.989
1413,1414,30.137
24889,24890,77.739
24890,24888,43.203
24888,24887,39.989
6410,6196,25.433
5492,5408,6.894
3882,3511,39.301
1323,1293,24.315
1168,1127,42.078
1127,1058,50.355
1058,1020,38.35
971,929,34.101
829,794,34.95
754,758,21.556
740,748,4.016
758,748,12.162
9742,9716,12.661
9485,9461,9.787
9461,9355,11.303
7932,9199,152.851
9355,9199,13.744
2502,2467,7.311
2033,2432,84.737
2467,2432,8.576
2033,1910,43.389
24513,24643,50.265
24866,24877,19.286
21909,21833,10.969
21670,21833,16.972
7568,7656,12.8
8964,9110,16.004
9110,9322,18.447
9652,9833,22.208
9833,10130,34.838
10130,10210,13.063
11062,11377,26.19
22572,22542,207.564
22561,22570,84.662
22572,22570,137.995
24162,24303,58.895
24303,24306,29.681
24014,24311,113.723
24289,24321,14.779
24434,24331,53.667
24325,24331,78.032
24241,24334,43.484
24325,24334,45.108
24245,24338,44.256
24471,24346,66.695
24230,24346,52.128
24440,24373,43.754
24370,24373,66.294
24377,24380,11.796
24478,24367,64.047
24334,24367,11.44
24475,24371,62.571
24363,24371,54.332
24338,24371,10.141
5487,5495,36.827
5495,5501,23.101
7578,7682,17.526
8320,7854,75.94
7745,7769,14.951
2359,2215,30.672
2000,2025,9.589
2215,2025,45.907
24475,24545,39.724
24541,24545,51.816
24261,24287,19.952
24024,23871,24.755
23769,23871,20.509
24024,24094,23.622
24094,24128,14.054
24128,24155,17.091
24246,24209,13.47
24155,24209,16.494
23923,24120,44.011
24619,24538,30.523
24415,24538,71.455
22947,23207,15.976
22947,22868,8.946
22868,22331,84.318
22331,22032,35.176
21474,21409,110.765
258,270,26.915
257,264,5.304
17173,17011,22.987
17011,16945,11.105
16945,16852,20.228
16852,16819,15.594
16819,16801,12.73
24559,24454,57.266
24311,24454,68.975
4044,4043,35.035
4046,4089,17.514
4090,4089,68.244
4090,4049,50.838
4049,4003,41.761
2762,2741,41.664
2741,2724,50.885
24317,24455,68.332
24454,24455,94.855
621,601,9.756
601,469,80.632
469,369,68.057
369,267,58.324
267,239,11.421
24243,24239,11.245
24239,24236,9.679
24236,24223,6.777
24223,24190,15.158
24124,24152,44.934
24190,24152,38.91
23814,23616,40.502
24606,24462,67.143
24323,24462,71.399
24431,24465,18.425
11996,11821,21.683
11413,11689,22.135
11821,11689,23.403
16913,16984,6.309
24545,24552,136.402
24472,24503,17.68
24472,24425,24.064
24342,24382,13.338
24478,24540,37.718
24541,24540,86.698
14423,14505,11.539
14505,14766,30.699
14766,15532,105.348
24523,24526,145.179
24353,24526,100.633
24104,23733,80.506
24314,24419,47.275
24419,24496,44.652
24496,24512,11.069
24664,24543,57.516
24512,24543,17.359
24616,24501,51.818
24190,24501,143.231
23682,23781,24.687
23781,23918,25.486
23918,24045,16.992
24045,24083,13.093
24083,24134,31.406
24134,24159,14.728
24159,24226,18.125
6370,7158,77.103
7158,7940,114.542
7940,8104,23.629
9978,10049,8.163
12027,12350,53.123
12350,12402,13.191
12807,12653,13.153
13026,13027,14.061
24373,24174,70.454
24261,24114,51.453
15894,15766,8.099
15766,15645,6.44
15645,15083,38.144
15083,14366,41.588
21548,21668,20.242
21412,21386,15.045
21409,21382,62.058
21386,21382,14.486
21614,21615,48.047
21608,21615,68.64
21572,21611,182.906
21608,21611,22.13
21546,21551,65.549
21572,21551,159.125
21546,21521,93.131
23760,23949,35.612
23949,24456,194.71
24456,24502,24.463
24502,24534,20.359
24534,24595,25.567
24595,24696,33.253
24696,24879,107.312
24303,24442,63.216
10456,10687,26.251
10687,10998,31.952
24509,24508,62.53
24506,24508,10.176
17893,17819,9.85
17477,17819,35.562
19586,19707,14.136
19737,19707,11.005
24208,24206,9.781
24193,24206,78.835
24793,24740,10.376
24643,24740,42.233
1096,1095,9.095
22486,23419,98.829
23462,23419,3.225
23147,23158,1.568
23188,23158,2.501
23039,23030,5.144
23496,23505,5.314
23559,23505,11.976
23412,23402,16.478
23390,23402,21.619
23263,23269,88.024
23270,23269,16.756
23243,23251,1.662
23323,23251,10.98
23233,23234,4.339
23236,23234,12.688
23306,23308,21.443
23311,23308,25.221
7499,7408,22.979
7408,7386,7.393
7386,7353,6.781
7353,7319,4.498
7319,7313,2.922
7313,7301,3.407
7171,7295,15.285
7401,7295,10.562
7301,7295,3.713
7256,7298,5.981
7477,7298,18.101
7295,7298,6.167
24331,24328,81.953
24328,24375,14.222
24375,24376,16.698
24330,24329,12.108
24328,24329,16.698
24376,24329,14.345
9074,9204,12.654
9204,9260,5.569
9331,9348,11.522
9353,9348,1.821
9260,9348,7.265
14134,13550,50.161
13186,13550,32.236
13548,13555,2.872
13555,13575,3.123
14133,14132,10.485
18279,18218,5.016
18200,18181,2.166
17934,17909,3.61
17909,17867,3.812
17229,17224,33.031
18494,18492,13.413
18495,18491,84.268
18492,18491,8.717
19575,18491,65.561
23401,23386,23.863
23381,23386,14.293
1954,1975,16.379
2042,2082,25.478
2093,2082,2.355
2022,2006,7.558
1975,2006,23.674
21607,21617,8.269
21624,21617,8.647
20489,21094,61.492
21161,21094,4.237
21515,21408,45.27
21396,21408,5.73
21798,21845,4.137
22342,21845,55.828
23178,23064,4.863
22522,23064,71.547
23667,23684,3.225
23817,23684,32.082
23576,23588,4.099
23621,23588,28.242
23283,23276,69.355
23273,23276,15.123
23286,23288,12.225
23290,23288,29.812
23420,23417,11.306
24032,23613,74.156
23570,23613,1.59
23388,23407,37.634
23417,23407,25.351
11056,11030,64.137
568,556,7.824
553,556,2.962
556,561,10.395
561,560,9.396
560,554,7.532
554,517,39.623
494,496,4.473
508,496,38.92
517,496,8.075
344,298,28.763
290,298,8.488
298,321,13.913
321,328,4.599
328,336,3.333
336,342,3.082
342,348,2.896
348,355,4.157
390,392,5.551
355,392,30.228
227,196,14.713
100,105,5.694
105,118,9.903
118,131,6.765
131,152,11.028
247,156,37.765
80,156,36.808
152,155,12.522
155,161,4.349
161,195,24.254
185,178,5.907
150,178,15.087
100,178,50.197
195,178,16.868
73,153,40.703
157,153,0.813
152,153,6.928
156,153,9.406
2534,2544,5.799
2544,2564,6.901
2564,2578,2.917
3341,3321,4.125
3305,3321,3.102
3955,3949,67.801
3948,3949,12.468
3956,3957,2.445
3958,3957,7.587
24346,24347,6.204
24335,24347,4.598
24350,24347,33.638
24360,24347,4.554
829,844,26.261
909,844,79.398
844,825,11.579
825,790,10.691
790,731,24.602
2471,2438,7.777
2359,2438,14.989
2524,2583,17.678
2685,2641,10.757
2583,2641,13.159
2118,2067,10.047
17723,17793,6.283
17815,17793,2.19
14952,15025,4.407
15066,15025,3.281
559,580,8.051
712,580,64.938
565,579,5.059
615,579,15.067
580,579,8.256
579,577,43.344
577,584,19.724
584,587,9.133
587,595,5.452
595,616,8.632
616,634,12.4
634,689,30.305
689,727,12.41
3868,3871,14.424
3872,3871,15.971
4793,4819,2.275
4847,4819,3.769
4847,4923,7.862
4953,4923,2.057
5568,5569,1.714
5600,5569,47.906
1858,1800,18.814
1664,1800,52.184
1799,1728,28.467
1859,1857,43.252
1856,1857,4.968
1857,1821,13.556
1799,1820,5.148
1821,1820,26.155
1790,1801,2.58
1818,1801,4.838
1800,1801,7.568
1799,1801,16.982
750,784,14.233
788,784,8.005
872,784,35.204
819,849,18.642
788,806,37.567
819,806,26.777
720,742,42.964
806,742,22.228
819,783,7.508
794,761,46.21
742,761,28.671
783,761,10.25
22479,22477,21.424
22430,22426,47.362
22544,22543,24.256
22543,22541,6.204
22569,22593,6.605
22636,22637,3.066
22639,22635,2.464
22635,22628,1.493
22628,22620,1.3
22620,22606,1.798
22606,22598,2.135
22598,22590,2.685
22590,22582,2.336
22582,22568,2.534
22568,22555,2.147
22555,22550,1.842
22550,22547,2.101
22544,22546,37.34
22547,22546,3.208
22541,22545,2.451
22548,22545,1.983
22548,22551,1.295
22553,22551,1.204
22553,22558,1.437
22569,22558,1.353
22593,22600,1.5
22605,22600,1.322
22605,22615,1.326
22626,22615,1.316
22626,22629,1.313
22636,22629,1.727
22637,22638,28.884
22639,22638,38.615
22721,22719,51.236
22638,22719,12.311
22477,22475,4.059
22426,22475,7.183
22544,22475,11.653
22474,22475,3.904
22474,22467,106.705
22467,22469,26.14
22469,22478,3.408
22478,22485,1.569
22485,22449,2.909
21995,22392,42.333
22419,22392,4.994
22394,22392,7.251
22390,22392,5.22
22419,22418,5.083
22390,22418,5.059
22448,22418,6.494
22394,22375,2.043
22065,22066,5.102
22067,22066,7.963
22066,22025,5.249
22025,22027,26.035
22027,22255,24.753
22067,22252,18.959
22065,22059,12.381
22059,22249,18.458
22372,22371,2.281
22421,22371,6.986
22065,22371,31.639
22370,22371,4.349
22082,22275,20.572
22312,22275,3.607
22274,22275,6.47
22274,22271,41.589
22370,22373,32.421
22426,22424,18.081
22319,22308,2.198
22278,22276,10.775
22276,22287,2.207
22287,22301,1.758
22301,22310,2.049
22421,22423,64.67
22424,22423,18.12
22308,22296,1.914
22278,22296,1.885
22384,22380,12.437
22373,22377,25.252
22310,22379,5.982
22423,22379,7.228
22380,22379,1.923
22377,22379,2.435
22384,22383,3.74
22424,22383,7.25
22319,22383,4.626
22385,22383,2.416
22385,22386,33.832
22431,22387,7.572
22386,22387,32.759
22387,22357,1.42
22274,22295,1.334
22357,22295,7.406
22087,22262,17.76
22274,22262,1.713
22419,22420,7.412
22449,22420,6.438
22394,22420,4.848
22421,22420,42.105
18689,18672,2.146
18672,18659,2.944
18659,18648,4.031
18648,18666,31.603
18497,18664,7.408
18935,18664,13.304
18666,18664,2.755
18660,18664,3.189
18660,18665,16.796
18495,18661,7.373
19080,18661,22.974
18665,18661,4.301
18658,18661,3.18
18658,18699,1.501
18699,18697,49.942
18697,18690,8.93
18690,18710,9.475
18379,18376,42.153
18498,18375,7.331
18263,18375,4.961
18376,18375,4.474
18373,18375,3.382
18373,18370,15.617
18495,18371,7.383
18123,18371,16.535
18370,18371,2.348
18372,18371,3.199
18372,18359,79.263
17870,18357,37.843
18491,18357,7.784
18359,18357,1.875
18351,18357,1.624
18351,18352,6.465
18492,18353,7.932
18352,18353,1.865
18354,18353,0.928
18354,18350,5.943
18494,18355,8.459
18279,18355,3.315
18350,18355,2.02
18356,18355,2.667
18356,18346,20.768
18346,18380,1.233
18380,18399,0.932
18380,18348,0.982
18363,18393,1.474
18393,18412,1.422
18501,18502,7.615
18504,18502,38.684
18412,18502,5.801
18501,18360,7.873
17852,18360,39.43
18348,18360,5.519
18363,18360,5.238
18655,18674,0.982
18674,18696,0.86
18694,18657,1.931
18657,18621,2.079
18630,18602,1.035
18502,18602,5.122
18621,18602,1.357
18674,18712,1.419
18712,18921,10.608
18921,19006,5.129
19006,19917,63.471
19917,19963,2.87
20042,19964,5.15
20042,20125,5.973
20160,20125,1.686
20349,20199,12.956
20160,20150,1.597
20383,20230,15.223
20229,20230,16.776
20232,20230,18.4
20160,20182,1.545
20199,20182,1.186
20165,20161,19.376
20150,20161,1.9
19917,19923,3.036
19917,19927,37.969
20035,20030,93.438
19575,19906,21.607
19927,19906,2.814
20030,19906,8.118
19897,19906,1.801
19897,19847,6.261
19847,19849,52.445
19849,19932,3.908
19545,19934,25.477
19964,19934,2.413
19932,19934,89.428
20025,19916,7.65
19923,19916,6.053
19914,19916,3.762
18630,19909,80.954
19969,19909,3.57
19914,19909,3.57
20025,20024,7.19
20021,20024,38.793
19969,20024,4.305
20099,20024,4.717
20025,20027,9.19
19963,20027,4.704
20030,20027,40.694
20095,20027,4.215
20095,20162,3.67
20162,20152,3.521
20025,20166,8.04
20541,20166,38.687
20152,20166,5.64
20173,20166,3.874
20099,20174,3.84
20173,20174,3.112
20162,20171,62.767
20171,20163,58.321
20163,20153,11.39
20035,20156,7.317
20176,20156,0.824
20153,20156,1.648
20169,20156,4.076
20169,20168,22.7
20036,20167,7.606
20165,20167,3.847
20230,20167,4.426
20168,20167,3.75
18501,18695,8.662
18696,18695,4.9
18694,18695,3.885
19916,18695,78.737
18501,18500,6.349
18494,18500,20.941
18399,18500,6.424
18655,18500,7.214
22055,22054,10.207
22054,22046,5.574
22046,22038,4.051
22038,22020,3.271
22020,21998,3.334
21998,21959,3.508
21270,21266,23.531
19865,19864,23.115
19864,19945,3.925
19864,19866,4.958
18693,18627,4.902
19394,18631,45.984
18545,18631,4.381
18627,18631,5.037
18632,18631,4.1
18632,18635,2.062
18547,18599,3.114
18635,18599,1.423
18635,18649,1.219
18552,18590,2.626
18891,18894,8.736
19278,19617,53.666
19617,19437,14.56
18891,18893,7.471
19120,18893,28.034
18894,19042,9.765
19278,19042,18.166
19437,19398,3.825
19120,19398,19.349
19042,19398,51.78
18654,18653,3.933
18590,18653,2.626
18891,18653,11.338
18652,18653,4.397
18652,18667,36.937
19876,19948,3.993
18649,18650,2.783
18654,18650,55.605
19877,19875,102.067
19876,19875,1.082
18650,19875,78.426
19876,19873,5.857
20005,19870,8.006
19394,19870,33.215
19866,19870,3.218
19873,19870,4.146
20005,20009,10.207
19948,20009,4.103
20063,20009,3.781
20063,20135,4.517
20135,20126,6.255
20005,20127,8.351
20362,20127,18.337
20126,20127,4.184
20127,20128,3.083
20128,20124,5.219
20124,20073,3.97
20005,20006,8.262
19945,20006,4.206
20073,20006,4.304
20124,20949,83.611
20949,21003,5.634
19877,19871,4.062
19877,19955,4.351
20018,20016,8.591
20009,20016,103.315
19955,20016,4.138
20074,20016,3.76
20135,20140,102.792
20074,20140,4.26
20140,20147,4.428
20135,20952,83.553
20952,21005,6.026
21085,21004,6.872
20362,21004,68.554
21003,21004,3.759
21005,21004,5.625
21085,21084,6.107
21086,21084,47.1
21005,21084,6.807
21165,21084,4.97
21264,21265,6.735
21266,21265,12.862
21165,21265,3.445
21345,21265,4.549
20952,21011,4.66
21011,20999,21.721
20999,20983,3.483
20983,20973,3.395
20973,20960,4.023
20965,20967,2.957
20969,20967,3.643
20960,20963,2.977
20965,20963,1.827
20969,20962,5.065
20962,20978,4.745
20978,20986,46.042
20986,20961,2.321
20961,20940,1.769
20940,20896,4.474
20563,20562,8.088
20569,20566,8.215
20606,20566,2.737
20562,20566,4.383
20539,20566,3.271
20140,20183,1.845
20539,20183,37.47
20174,20131,187.376
20018,20138,7.907
